last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Banks,Jim,,,,Jim Banks,7/16/1979,M,sen,IN,,1,Republican,https://www.banks.senate.gov,https://www.banks.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-4814,,,RepJimBanks,8.16131E+17,RepJimBanks,,UC_FR6TySW9uxvhjozkis6Xg,,B001299,,N00037185,S429,"H6IN03229,S4IN00196",89806,412702,116801,Jim Banks,,21702,Jim Banks
Marshall,Roger,,,,Roger Marshall,8/9/1960,M,sen,KS,,2,Republican,https://www.marshall.senate.gov,https://www.marshall.senate.gov,479A Russell Senate Office Building Washington DC 20510,202-224-4774,https://www.marshall.senate.gov/contact/,,SenatorMarshall,1.33634E+18,RogerMarshallMD,UCR3nOFMqBB-kRpKFwgapMaQ,,,M001198,,N00037034,S411,"H6KS01179,S0KS00315",103425,412704,172080,Roger Marshall,,21734,Roger Marshall
Higgins,Clay,,,,Clay Higgins,8/24/1961,M,rep,LA,3,,Republican,https://clayhiggins.house.gov,https://clayhiggins.house.gov,572 Cannon House Office Building Washington DC 20515-1803,202-225-2031,,,RepClayHiggins,8.43637E+17,CongressmanClayHiggins,,,,H001077,,N00039953,,H6LA03148,106094,412705,174484,Clay Higgins,,21724,Clay Higgins
Johnson,Mike,,,,Mike Johnson,1/30/1972,M,rep,LA,4,,Republican,https://mikejohnson.house.gov,https://mikejohnson.house.gov,521 Cannon House Office Building Washington DC 20515-1804,202-225-2777,,,RepMikeJohnson,8.2728E+17,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q,,J000299,,N00039106,,H6LA04138,106095,412706,156097,Mike Johnson (Louisiana),,21727,Mike Johnson
Raskin,Jamie,,,,Jamie Raskin,12/13/1962,M,rep,MD,8,,Democrat,https://raskin.house.gov,https://raskin.house.gov,2242 Rayburn House Office Building Washington DC 20515-2008,202-225-5341,,,RepRaskin,8.06906E+17,repraskin,,UChxDE6vho5BfBTOqiBsDmKg,,R000606,,N00037036,,H6MD08457,12924,412708,65904,Jamie Raskin,,21741,Jamie Raskin
Bergman,Jack,,,,Jack Bergman,2/2/1947,M,rep,MI,1,,Republican,https://bergman.house.gov,https://bergman.house.gov,566 Cannon House Office Building Washington DC 20515-2201,202-225-4735,,,RepJackBergman,8.15242E+17,RepJackBergman,RepJackBergman,,,B001301,,N00039533,,H6MI01226,1020529,412709,170172,Jack Bergman,,21704,Jack Bergman
Budd,Ted,,,,Ted Budd,10/21/1971,M,sen,NC,,3,Republican,https://www.budd.senate.gov,https://www.budd.senate.gov,354 Russell Senate Office Building Washington DC 20510,202-224-3154,https://www.budd.senate.gov/contact/,,RepTedBudd,8.17138E+17,RepTedBudd,@sentedbudd,,,B001305,,N00039551,S417,"H6NC13129,S2NC00505",103513,412712,171489,Ted Budd,,21708,Ted Budd
Bacon,Don,,,,Don Bacon,8/16/1963,M,rep,NE,2,,Republican,https://bacon.house.gov,https://bacon.house.gov,2104 Rayburn House Office Building Washington DC 20515-2702,202-225-4155,,,RepDonBacon,8.18975E+17,RepDonBacon,,UCR9abI1lZzAZ6HwQXc-dLFQ,,B001298,,N00037049,,H6NE02125,103442,412713,166299,Don Bacon,,21701,Don Bacon
Gottheimer,Josh,,,,Josh Gottheimer,3/8/1975,M,rep,NJ,5,,Democrat,https://gottheimer.house.gov,https://gottheimer.house.gov,106 Cannon House Office Building Washington DC 20515-3005,202-225-4465,,,RepJoshG,8.15311E+17,RepJoshG,,,,G000583,,N00036944,,H6NJ05171,9275683,412714,169202,Josh Gottheimer,,21723,Josh Gottheimer
Rosen,Jacky,,,,Jacky Rosen,8/2/1957,F,sen,NV,,1,Democrat,https://www.rosen.senate.gov,https://www.rosen.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-6244,https://www.rosen.senate.gov/contact_jacky,,SenJackyRosen,8.18554E+17,RepJackyRosen,,,,R000608,,N00038734,S402,"H6NV03139,S8NV00156",104738,412715,169471,Jacky Rosen,,21743,Jacky Rosen
Espaillat,Adriano,,,,Adriano Espaillat,9/27/1954,M,rep,NY,13,,Democrat,https://espaillat.house.gov,https://espaillat.house.gov,2332 Rayburn House Office Building Washington DC 20515-3213,202-225-4365,https://espaillat.house.gov/address_authentication?form=/email,,RepEspaillat,8.17076E+17,RepEspaillat,,UCi0niBYFhEY70Dz8InbX5OQ,,E000297,,N00034549,,H2NY13096,68413,412718,14379,Adriano Espaillat,,21715,Adriano Espaillat
Fitzpatrick,Brian,K.,,,Brian K. Fitzpatrick,12/17/1973,M,rep,PA,1,,Republican,https://fitzpatrick.house.gov,https://fitzpatrick.house.gov,271 Cannon House Office Building Washington DC 20515-3801,202-225-4276,,,RepBrianFitz,8.16303E+17,repbrianfitzpatrick,,UCYMNcgHss4_Q5JY2vSvMpgw,,F000466,,N00038779,,H6PA08277,103537,412721,167708,Brian Fitzpatrick,,21718,Brian Fitzpatrick (American politician)
Smucker,Lloyd,,,,Lloyd Smucker,1/23/1964,M,rep,PA,11,,Republican,https://smucker.house.gov,https://smucker.house.gov,302 Cannon House Office Building Washington DC 20515-3811,202-225-2411,,,RepSmucker,41417564,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,,S001199,,N00038781,,H6PA16320,103540,412722,102454,Lloyd Smucker,,21745,Lloyd Smucker
Kustoff,David,,,,David Kustoff,10/8/1966,M,rep,TN,8,,Republican,https://kustoff.house.gov,https://kustoff.house.gov,560 Cannon House Office Building Washington DC 20515-4208,202-225-4714,,,RepDavidKustoff,8.16012E+17,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ,,K000392,,N00025445,,H2TN07103,28903,412724,48997,David Kustoff,,21731,David Kustoff
Gonzalez,Vicente,,,,Vicente Gonzalez,9/4/1967,M,rep,TX,34,,Democrat,https://gonzalez.house.gov,https://gonzalez.house.gov,1201 Longworth House Office Building Washington DC 20515-4334,202-225-2531,,,RepGonzalez,8.18536E+17,USCongressmanVicenteGonzalez,,UC5H6oYLKQ_xIXO5CG7fh4hw,,G000581,,N00038809,,H6TX15162,103568,412725,166483,Vicente Gonzalez Jr.,,21722,Vicente Gonzalez (politician)
Arrington,Jodey,C.,,,Jodey C. Arrington,3/9/1972,M,rep,TX,19,,Republican,https://arrington.house.gov,https://arrington.house.gov,1111 Longworth House Office Building Washington DC 20515-4319,202-225-4005,,,RepArrington,8.16285E+17,JodeyArrington,UC3lif8TFPOe-tJ2-pE4Rp7Q,,,A000375,,N00038285,,H6TX19099,1016482,412726,155685,Jodey Arrington,,21700,Jodey Arrington
Jayapal,Pramila,,,,Pramila Jayapal,9/21/1965,F,rep,WA,7,,Democrat,https://jayapal.house.gov,https://jayapal.house.gov,2346 Rayburn House Office Building Washington DC 20515-4707,202-225-3106,,,RepJayapal,8.15733E+17,RepJayapal,,UCmyD0_-2Oowkfwc_Raghclw,@RepJayapal@mastodon.social,J000298,,N00038858,,H6WA07458,9267128,412730,153141,Pramila Jayapal,,21726,Pramila Jayapal
Estes,Ron,,,,Ron Estes,7/19/1956,M,rep,KS,4,,Republican,https://estes.house.gov,https://estes.house.gov,2234 Rayburn House Office Building Washington DC 20515-1604,202-225-6216,,,RepRonEstes,8.54715E+17,RepRonEstes,,UC2clc28qcehIqotHQcthnWA,,E000298,,N00040712,,H8KS04112,107963,412735,125031,Ron Estes (U.S. House representative),,21750,Ron Estes
Norman,Ralph,,,,Ralph Norman,6/20/1953,M,rep,SC,5,,Republican,https://norman.house.gov,https://norman.house.gov,569 Cannon House Office Building Washington DC 20515-4005,202-225-5501,,,RepRalphNorman,8.80481E+17,RepRalphNorman,UCVVIZjUpGRB1pgQGDBVBU8Q,,,N000190,,N00027783,,H8SC05158,61996,412738,47930,Ralph Norman,,21753,Ralph Norman
Gomez,Jimmy,,,,Jimmy Gomez,11/25/1974,M,rep,CA,34,,Democrat,https://gomez.house.gov,https://gomez.house.gov,506 Cannon House Office Building Washington DC 20515-0534,202-225-6235,https://gomez.house.gov/contact/,,RepJimmyGomez,2371339658,RepJimmyGomez,UCOmm091WM6D01xTdzsWNvbQ,,,G000585,,N00040597,,H8CA34266,108883,412739,138524,Jimmy Gomez,,21754,Jimmy Gomez
Curtis,John,R.,,,John R. Curtis,5/10/1960,M,sen,UT,,1,Republican,https://www.curtis.senate.gov,https://www.curtis.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5251,,,RepJohnCurtis,9.31614E+17,RepJohnCurtis,,UChAQ4MD-HigmGnImSoAKBVA,,C001114,,N00041221,S431,"H8UT03238,S4UT00282",,412740,123390,John Curtis (Utah),,21755,John Curtis (Utah politician)
Smith,Tina,Flint,,,Tina Smith,3/4/1958,F,sen,MN,,2,Democrat,https://www.smith.senate.gov,https://www.smith.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-5641,https://www.smith.senate.gov/share-your-opinion/,,SenTinaSmith,9.41001E+17,USSenTinaSmith,,,,S001203,,N00042353,S394,S8MN00578,111313,412742,152968,Tina Smith,,41706,Tina Smith
Hyde-Smith,Cindy,,,,Cindy Hyde-Smith,5/10/1959,F,sen,MS,,2,Republican,https://www.hydesmith.senate.gov,https://www.hydesmith.senate.gov,528 Hart Senate Office Building Washington DC 20510,202-224-5054,https://www.hydesmith.senate.gov/contact-senator,,SenHydeSmith,9.83348E+17,SenatorCindyHydeSmith,,UCJHxkJhGST0NTlkzJHWV03Q,,H001079,,N00043298,S395,S8MS00261,113208,412743,20784,Cindy Hyde-Smith,,41707,Cindy Hyde-Smith
Cloud,Michael,,,,Michael Cloud,5/13/1975,M,rep,TX,27,,Republican,https://cloud.house.gov,https://cloud.house.gov,304 Cannon House Office Building Washington DC 20515-4327,202-225-7742,,,RepCloudTX,1.03988E+18,RepCloudTX,RepCloudTX,,,C001115,,N00041882,,H8TX27049,10322,412746,177350,Michael Cloud (Texas),,21758,Michael Cloud
Balderson,Troy,,,,Troy Balderson,1/16/1962,M,rep,OH,12,,Republican,https://balderson.house.gov,https://balderson.house.gov,2429 Rayburn House Office Building Washington DC 20515-3512,202-225-5355,,,RepBalderson,1.03734E+18,RepTroyBalderson,UCm6vJzx-mu4Xr56FnQKRz0w,,,B001306,,N00042194,,H8OH12180,,412747,102781,Troy Balderson,,21759,Troy Balderson
Hern,Kevin,R.,,,Kevin Hern,12/4/1961,M,rep,OK,1,,Republican,https://hern.house.gov,https://hern.house.gov,171 Cannon House Office Building Washington DC 20515-3601,202-225-2211,,,repkevinhern,1.06782E+18,repkevinhern,UC9XRRGCgGOEtEOwUAo1rYZg,,,H001082,,N00040829,,H8OK01157,,412748,180004,Kevin Hern,,21760,Kevin Hern
Morelle,Joseph,D.,,,Joseph D. Morelle,4/29/1957,M,rep,NY,25,,Democrat,https://morelle.house.gov,https://morelle.house.gov,570 Cannon House Office Building Washington DC 20515-3225,202-225-3615,https://morelleforms.house.gov/forms/writeyourrep/?zip5=14610&zip4=,,RepJoeMorelle,1.0646E+18,RepJoeMorelle,,,,M001206,,N00043207,,H8NY25105,,412749,4362,Joseph Morelle,,21761,Joseph Morelle
Scanlon,Mary,Gay,,,Mary Gay Scanlon,8/30/1959,F,rep,PA,5,,Democrat,https://scanlon.house.gov,https://scanlon.house.gov,1214 Longworth House Office Building Washington DC 20515-3805,202-225-2011,,,RepMGS,1.06754E+18,repmgs,,,,S001205,,N00042706,,H8PA07200,,412750,178890,Mary Gay Scanlon,,21762,Mary Gay Scanlon
Case,Ed,,,,Ed Case,9/27/1952,M,rep,HI,1,,Democrat,https://case.house.gov,https://case.house.gov,2210 Rayburn House Office Building Washington DC 20515-1101,202-225-2726,,,RepEdCase,1.08135E+18,RepEdCase,RepEdCase,,,C001055,1693,N00025882,,H2HI02128,,400069,3422,Ed Case,,20322,Ed Case
Horsford,Steven,A.,,,Steven Horsford,4/29/1973,M,rep,NV,4,,Democrat,https://horsford.house.gov,https://horsford.house.gov,406 Cannon House Office Building Washington DC 20515-2804,202-225-9894,,http://horsford.house.gov/rss.xml,RepHorsford,389840566,,UCNEpy5bPXiyAavRzYnPlhDQ,,,H001066,2147,N00033638,,H2NV04011,67777,412559,44064,Steven Horsford,,21339,Steven Horsford
Stanton,Greg,,,,Greg Stanton,3/8/1970,M,rep,AZ,4,,Democrat,https://stanton.house.gov,https://stanton.house.gov,207 Cannon House Office Building Washington DC 20515-0304,202-225-9888,,,RepGregStanton,1.08089E+18,repgregstanton,,,,S001211,,N00041750,,H8AZ09040,,412753,72030,Greg Stanton,,21968,Greg Stanton
Harder,Josh,,,,Josh Harder,8/1/1986,M,rep,CA,9,,Democrat,https://harder.house.gov,https://harder.house.gov,209 Cannon House Office Building Washington DC 20515-0509,202-225-4540,https://harder.house.gov/address_authentication?form=/contact/email-me,,RepJoshHarder,1.08085E+18,,,,,H001090,,N00040853,,H8CA10126,,412754,179326,Josh Harder,,21930,Josh Harder
Levin,Mike,,,,Mike Levin,10/28/1978,M,rep,CA,49,,Democrat,https://levin.house.gov,https://levin.house.gov,2352 Rayburn House Office Building Washington DC 20515-0549,202-225-3906,https://levin.house.gov/contact/email-me,,RepMikeLevin,1.07213E+18,RepMikeLevin,UCYFDRohyZgoPy5rXOaVZO-A,,,L000593,,N00040667,,H8CA49058,,412760,179416,,,21939,Mike Levin
Neguse,Joe,,,,Joe Neguse,5/13/1984,M,rep,CO,2,,Democrat,https://neguse.house.gov,https://neguse.house.gov,2400 Rayburn House Office Building Washington DC 20515-0602,202-225-2161,,,RepJoeNeguse,1.07875E+18,RepJoeNeguse,,,,N000191,,N00041080,,H8CO02160,,412761,151075,Joe Neguse,,21948,Joe Neguse
Crow,Jason,,,,Jason Crow,3/15/1979,M,rep,CO,6,,Democrat,https://crow.house.gov,https://crow.house.gov,1323 Longworth House Office Building Washington DC 20515-0606,202-225-7882,,,RepJasonCrow,1.08019E+18,RepJasonCrow,,,,C001121,,N00040876,,H8CO06229,,412762,180218,Jason Crow,,21912,Jason Crow
Hayes,Jahana,,,,Jahana Hayes,3/8/1973,F,rep,CT,5,,Democrat,https://hayes.house.gov,https://hayes.house.gov,2049 Rayburn House Office Building Washington DC 20515-0705,202-225-4476,,,RepJahanaHayes,1.08209E+18,RepJahanaHayes,UCXngpVME5LZjcdXxZQxSDQA,,,H001081,,N00043421,,H8CT05245,,412763,181744,Jahana Hayes,,21931,Jahana Hayes
Steube,W.,Gregory,,,W. Gregory Steube,5/19/1978,M,rep,FL,17,,Republican,https://steube.house.gov,https://steube.house.gov,2457 Rayburn House Office Building Washington DC 20515-0917,202-225-5792,,,RepGregSteube,1.08313E+18,RepGregSteube,@RepGregSteube,,,S001214,,N00042808,,H8FL17053,,412766,117248,Greg Steube,,21971,Greg Steube
McBath,Lucy,,,,Lucy McBath,6/1/1960,F,rep,GA,6,,Democrat,https://mcbath.house.gov,https://mcbath.house.gov,2246 Rayburn House Office Building Washington DC 20515-1006,202-225-4501,https://mcbath.house.gov/email-me,,RepLucyMcBath,1.08238E+18,RepLucyMcBath,,,,M001208,,N00042813,,H8GA06393,,412769,178538,Lucy McBath,,21944,Lucy McBath
Fulcher,Russ,,,,Russ Fulcher,7/19/1973,M,rep,ID,1,,Republican,https://fulcher.house.gov,https://fulcher.house.gov,1514 Longworth House Office Building Washington DC 20515-1201,202-225-6611,,,RepRussFulcher,1.07874E+18,RepRussFulcher,UCx2AS0O5frzPB8D6TqJ3Mqg,,,F000469,,N00041335,,H8ID01124,,412773,33091,Russ Fulcher,,21920,Russ Fulcher
García,Jesús,G.,,Chuy,"Jesús G. ""Chuy"" García",4/12/1956,M,rep,IL,4,,Democrat,https://chuygarcia.house.gov,https://chuygarcia.house.gov,2334 Rayburn House Office Building Washington DC 20515-1304,202-225-8203,,,RepChuyGarcia,1.08243E+18,RepChuyGarcia,,,,G000586,,N00042114,,H8IL04134,,412774,6261,Jesus Garcia,,21921,Chuy García
Casten,Sean,,,,Sean Casten,11/23/1971,M,rep,IL,6,,Democrat,https://casten.house.gov,https://casten.house.gov,2440 Rayburn House Office Building Washington DC 20515-1306,202-225-4561,,,RepCasten,1.08347E+18,RepSeanCasten,,,@RepCasten@mastodon.social,C001117,,N00041338,,H8IL06139,,412775,176982,Sean Casten,,21906,Sean Casten
Underwood,Lauren,,,,Lauren Underwood,10/4/1986,F,rep,IL,14,,Democrat,https://underwood.house.gov,https://underwood.house.gov,2228 Rayburn House Office Building Washington DC 20515-1314,202-225-2976,,,RepUnderwood,1.08054E+18,,,,,U000040,,N00041569,,H8IL14174,,412776,177001,,,21979,Lauren Underwood
Baird,James,R.,,,James R. Baird,6/4/1945,M,rep,IN,4,,Republican,https://baird.house.gov,https://baird.house.gov,2303 Rayburn House Office Building Washington DC 20515-1404,202-225-5037,,,RepJimBaird,1.08632E+18,RepJimBaird,UCAe6fGhotC9J9tR_QONYzFA,,,B001307,,N00041954,,H8IN04199,,412777,86013,James Baird,,21903,Jim Baird (politician)
Davids,Sharice,,,,Sharice Davids,5/22/1980,F,rep,KS,3,,Democrat,https://davids.house.gov,https://davids.house.gov,2435 Rayburn House Office Building Washington DC 20515-1603,202-225-2865,,,RepDavids,1.08052E+18,,,,,D000629,,N00042626,,H8KS03155,,412780,181201,Sharice Davids,,21914,Sharice Davids
Trahan,Lori,,,,Lori Trahan,10/27/1973,F,rep,MA,3,,Democrat,https://trahan.house.gov,https://trahan.house.gov,2233 Rayburn House Office Building Washington DC 20515-2103,202-225-3411,,,RepLoriTrahan,1.0798E+18,reploritrahan,UCsRXg0BmoS4Rkjz-pqX1PmQ,,@RepLoriTrahan@mastodon.social,T000482,,N00041808,,H8MA03106,,412781,182310,Lori Trahan,,21977,Lori Trahan
Pressley,Ayanna,,,,Ayanna Pressley,2/3/1974,F,rep,MA,7,,Democrat,https://pressley.house.gov,https://pressley.house.gov,402 Cannon House Office Building Washington DC 20515-2107,202-225-5111,,,RepPressley,1.08058E+18,RepAyannaPressley,UCkhjut8oXdxN7HGg5eRT9Fw,,,P000617,,N00042581,,H8MA07032,,412782,122700,Ayanna Pressley,,21955,Ayanna Pressley
Slotkin,Elissa,,,,Elissa Slotkin,7/10/1976,F,sen,MI,,1,Democrat,https://www.slotkin.senate.gov,https://www.slotkin.senate.gov,291 Russell Senate Office Building Washington DC 20510,202-224-4822,,,RepSlotkin,1.0784E+18,SenElissaSlotkin,,,,S001208,,N00041357,S436,"H8MI08102,S4MI00470",,412784,181080,Elissa Slotkin,,21965,Elissa Slotkin
Stevens,Haley,M.,,,Haley M. Stevens,6/24/1983,F,rep,MI,11,,Democrat,https://stevens.house.gov,https://stevens.house.gov,2411 Rayburn House Office Building Washington DC 20515-2211,202-225-8171,,,RepHaleyStevens,1.07616E+18,RepHaleyStevens,,,,S001215,,N00040915,,H8MI11254,,412786,181092,Haley Stevens,,21972,Haley Stevens
Tlaib,Rashida,,,,Rashida Tlaib,7/24/1976,F,rep,MI,12,,Democrat,https://tlaib.house.gov,https://tlaib.house.gov,2438 Rayburn House Office Building Washington DC 20515-2212,202-225-5126,,,RepRashida,1.07977E+18,RepRashida,UCl5GK07sD5TZIhKcsDNSExA,,,T000481,,N00042649,,H8MI13250,,412787,105368,Rashida Tlaib,,21975,Rashida Tlaib
Craig,Angie,,,,Angie Craig,2/14/1972,F,rep,MN,2,,Democrat,https://craig.house.gov,https://craig.house.gov,2052 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,,,RepAngieCraig,1.08022E+18,RepAngieCraig,,,,C001119,,N00037039,,H6MN02131,,412789,166261,Angie Craig,,21910,Angie Craig
Omar,Ilhan,,,,Ilhan Omar,10/4/1981,F,rep,MN,5,,Democrat,https://omar.house.gov,https://omar.house.gov,1730 Longworth House Office Building Washington DC 20515-2305,202-225-4755,,,Ilhan,1.08233E+18,,,,,O000173,,N00043581,,H8MN05239,,412791,171628,Ilhan Omar,,21950,Ilhan Omar
Stauber,Pete,,,,Pete Stauber,5/10/1966,M,rep,MN,8,,Republican,https://stauber.house.gov,https://stauber.house.gov,145 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,RepPeteStauber,1.07583E+18,RepPeteStauber,,,,S001212,,N00041511,,H8MN08043,,412792,159954,Pete Stauber,,21969,Pete Stauber
Guest,Michael,,,,Michael Guest,2/4/1970,M,rep,MS,3,,Republican,https://guest.house.gov,https://guest.house.gov,450 Cannon House Office Building Washington DC 20515-2403,202-225-5031,,,RepMichaelGuest,1.08124E+18,RepMichaelGuest,,,,G000591,,N00042458,,H8MS03125,,412793,,Michael Guest,,21927,Michael Guest (politician)
Pappas,Chris,,,,Chris Pappas,6/4/1980,M,rep,NH,1,,Democrat,https://pappas.house.gov,https://pappas.house.gov,452 Cannon House Office Building Washington DC 20515-2901,202-225-5456,,,RepChrisPappas,1.06775E+18,,,,,P000614,,N00042161,,H8NH01210,,412795,42635,Chris Pappas,,21951,Chris Pappas (American politician)
Van Drew,Jefferson,,,,Jefferson Van Drew,2/23/1953,M,rep,NJ,2,,Republican,https://vandrew.house.gov,https://vandrew.house.gov,2447 Rayburn House Office Building Washington DC 20515-3002,202-225-6572,,,Congressman_JVD,1.46868E+18,CongressmanJVD,UCc5AGO_bQLeiv313Bbr35fg,,,V000133,,N00042164,,H8NJ02166,,412796,24685,Jeff Van Drew,,21980,Jeff Van Drew
Kim,Andy,,,,Andy Kim,7/12/1982,M,sen,NJ,,1,Democrat,https://www.kim.senate.gov,https://www.kim.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-4744,,,,,SenatorAndyKim,,,,K000394,,N00041370,S426,"H8NJ03206,S4NJ00466",,412797,179640,Andrew Kim (New Jersey),,21937,Andy Kim (politician)
Lee,Susie,,,,Susie Lee,11/7/1966,F,rep,NV,3,,Democrat,https://susielee.house.gov,https://susielee.house.gov,365 Cannon House Office Building Washington DC 20515-2803,202-225-3252,,,RepSusieLee,1.07906E+18,RepSusieLee,,,,L000590,,N00037247,,H6NV04020,,412802,169344,Susie Lee,,21938,Susie Lee
Ocasio-Cortez,Alexandria,,,,Alexandria Ocasio-Cortez,10/13/1989,F,rep,NY,14,,Democrat,https://ocasio-cortez.house.gov,https://ocasio-cortez.house.gov,250 Cannon House Office Building Washington DC 20515-3214,202-225-3965,https://ocasio-cortez.house.gov/contact,,RepAOC,1.0791E+18,repaoc,,,,O000172,,N00041162,,H8NY15148,,412804,180416,Alexandria Ocasio-Cortez,,21949,Alexandria Ocasio-Cortez
Dean,Madeleine,,,,Madeleine Dean,6/6/1959,F,rep,PA,4,,Democrat,https://dean.house.gov,https://dean.house.gov,150 Cannon House Office Building Washington DC 20515-3804,202-225-4731,,,RepDean,567508925,RepMadeleineDean,UCHj4veUyhPzzOW-Jvn7MqUg,,,D000631,,N00042894,,H8PA04116,,412809,136484,Madeleine Dean,,21915,Madeleine Dean
Houlahan,Chrissy,,,,Chrissy Houlahan,6/5/1967,F,rep,PA,6,,Democrat,https://houlahan.house.gov,https://houlahan.house.gov,1727 Longworth House Office Building Washington DC 20515-3806,202-225-4315,,,RepHoulahan,1.0529E+18,RepChrissyHoulahan,UCGydnnhsUZqFBscmcWcT-zQ,,,H001085,,N00040949,,H8PA06087,,412810,178893,Chrissy Houlahan,,21934,Chrissy Houlahan
Meuser,Daniel,,,,Daniel Meuser,2/10/1964,M,rep,PA,9,,Republican,https://meuser.house.gov,https://meuser.house.gov,350 Cannon House Office Building Washington DC 20515-3809,202-225-6511,,,RepMeuser,1.08057E+18,RepMeuser,,,,M001204,,N00029416,,H8PA10147,,412811,102438,Dan Meuser,,21945,Dan Meuser
Joyce,John,,,,John Joyce,2/8/1957,M,rep,PA,13,,Republican,https://johnjoyce.house.gov,https://johnjoyce.house.gov,2102 Rayburn House Office Building Washington DC 20515-3813,202-225-2431,,,RepJohnJoyce,1.08231E+18,,,,,J000302,,N00043242,,H8PA13125,,412812,178911,John Joyce (Pennsylvania),,21936,John Joyce (American politician)
Reschenthaler,Guy,,,,Guy Reschenthaler,4/17/1983,M,rep,PA,14,,Republican,https://reschenthaler.house.gov,https://reschenthaler.house.gov,2209 Rayburn House Office Building Washington DC 20515-3814,202-225-2065,,,GReschenthaler,4205133682,GReschenthaler,RepGuyReschenthaler,,,R000610,,N00041871,,H8PA18199,,412813,166004,Guy Reschenthaler,,21956,Guy Reschenthaler
Timmons,William,R.,,,William R. Timmons IV,4/30/1984,M,rep,SC,4,,Republican,https://timmons.house.gov,https://timmons.house.gov,267 Cannon House Office Building Washington DC 20515-4004,202-225-6030,,,RepTimmons,1.07977E+18,reptimmons,,,,T000480,,N00042715,,H8SC04250,,412815,168923,William Timmons,,21974,William Timmons (politician)
Johnson,Dusty,,,,Dusty Johnson,9/30/1976,M,rep,SD,0,,Republican,https://dustyjohnson.house.gov,https://dustyjohnson.house.gov,1714 Longworth House Office Building Washington DC 20515-4100,202-225-2801,,,RepDustyJohnson,1.07478E+18,,,,,J000301,,N00040559,,H8SD01055,,412816,48307,Dusty Johnson,,21935,Dusty Johnson
Burchett,Tim,,,,Tim Burchett,8/25/1964,M,rep,TN,2,,Republican,https://burchett.house.gov,https://burchett.house.gov,1122 Longworth House Office Building Washington DC 20515-4202,202-225-5435,,,RepTimBurchett,1.02885E+18,,,,,B001309,,N00041594,,H8TN02119,,412817,24379,Tim Burchett,,21905,Tim Burchett
Rose,John,W.,,,John W. Rose,2/23/1965,M,rep,TN,6,,Republican,https://johnrose.house.gov,https://johnrose.house.gov,2238 Rayburn House Office Building Washington DC 20515-4206,202-225-4231,,,RepJohnRose,1.08131E+18,repjohnrose,,,,R000612,,N00041599,,H8TN06094,,412818,180452,John Rose (Tennessee),,21959,John Rose (Tennessee politician)
Crenshaw,Dan,,,,Dan Crenshaw,3/14/1984,M,rep,TX,2,,Republican,https://crenshaw.house.gov,https://crenshaw.house.gov,248 Cannon House Office Building Washington DC 20515-4302,202-225-6565,,,RepDanCrenshaw,1.08089E+18,RepDanCrenshaw,UC2XDiCjAHtJqnSEzrHAY5IQ,,,C001120,,N00042224,,H8TX02166,,412820,177270,Daniel Crenshaw,,21911,Dan Crenshaw
Gooden,Lance,,,,Lance Gooden,12/1/1982,M,rep,TX,5,,Republican,https://gooden.house.gov,https://gooden.house.gov,2431 Rayburn House Office Building Washington DC 20515-4305,202-225-3484,,,,,,UCaEs0pYlL_1cLlPBHfl0RIg,,,G000589,,N00042237,,H8TX05144,,412822,177282,Lance Gooden,,21925,Lance Gooden
Fletcher,Lizzie,,,,Lizzie Fletcher,2/13/1975,F,rep,TX,7,,Democrat,https://fletcher.house.gov,https://fletcher.house.gov,2004 Rayburn House Office Building Washington DC 20515-4307,202-225-2571,,,RepFletcher,1.0759E+18,RepFletcher,UCIWDLoDPvawP118TNWi-9rg,,,F000468,,N00041194,,H8TX07140,,412824,177031,Lizzie Pannill Fletcher,,21919,Lizzie Fletcher
Escobar,Veronica,,,,Veronica Escobar,9/15/1969,F,rep,TX,16,,Democrat,https://escobar.house.gov,https://escobar.house.gov,2448 Rayburn House Office Building Washington DC 20515-4316,202-225-4831,,,RepEscobar,1.07552E+18,RepEscobar,UC46TX2P8K0CA_4gZv8_R2Og,,,E000299,,N00041702,,H8TX16109,,412825,99345,Veronica Escobar,,21917,Veronica Escobar
Roy,Chip,,,,Chip Roy,8/7/1972,M,rep,TX,21,,Republican,https://roy.house.gov,https://roy.house.gov,103 Cannon House Office Building Washington DC 20515-4321,202-225-4236,,,RepChipRoy,1.08279E+18,,,,,R000614,,N00042268,,H8TX21307,,412826,177319,Chip Roy,,21961,Chip Roy
